tname              qname             
2ev1_OLA_B_1001    1wb9_ADP_A_1801   
1wb9_ADP_A_1801    2irz_I02_A_386    
1wb9_ADP_A_1801    3ax8_EIM_A_1      
1wb9_ADP_A_1801    3oli_HSD_A_503    
2xgt_NSS_A_1550    1wbe_DKA_A_1001   
1wbe_DKA_A_1001    3aot_PGE_A_307    
1wbe_DKA_A_1001    3elm_24F_B_400    
2qpk_SHA_A_616     1wbg_L03_B_1248   
1wbg_L03_B_1248    2w9h_TOP_A_1160   
3l70_BOG_Q_3009    1wbg_L03_B_1248   
1wbi_BTN_B_1001    1xli_GLT_B_400    
2gce_SFC_D_1754    1wbi_BTN_B_1001   
1wbj_G3P_A_1268    2d2i_NAP_P_4341   
1wbk_568_B_1100    2xg5_EC2_A_1219   
3h61_ENL_D_0       1wbk_568_B_1100   
3n3p_NIZ_B_749     1wbk_568_B_1100   
1wbl_AMG_D_400     3cda_8HI_B_1      
3nv0_PEG_B_1004    1wbl_AMG_D_400    
1wbl_AMG_D_400     3uqy_F3S_T_402    
2fre_FMN_A_1151    1wbm_BLL_B_1100   
1wbm_BLL_B_1100    2jld_AG1_B_1385   
1wbm_BLL_B_1100    3ays_CT3_A_901    
3e4o_SIN_A_801     1wbm_BLL_B_1100   
2agc_DAO_A_2057    1wbn_L09_A_1355   
1wbn_L09_A_1355    3m8u_MLI_A_3      
3n4r_MLI_C_1       1wbo_2CH_A_1355   
2wnz_ETX_D_1297    1wbp_ADP_A_950    
2wsw_CM5_A_1505    1wbp_ADP_A_950    
3gf0_POP_A_277     1wbs_LI2_A_1355   
1wbs_LI2_A_1355    3vis_PE4_A_557    
4db7_Z25_A_301     1wbs_LI2_A_1355   
1wbt_WBT_A_1355    2q22_PG4_A_142    
3swt_PEG_B_300     1wbt_WBT_A_1355   
1wbu_WBU_A_1125    3g0k_MPD_A_133    
1wbu_WBU_A_1125    3lt1_FT2_B_602    
3o2a_O30_A_264     1wbu_WBU_A_1125   
1wbv_LI3_A_1355    1ykd_CMP_A_502    
1wbw_LI4_A_1355    2c4t_SA8_C_1299   
2a2q_PBZ_H_1016    1wc2_PEG_A_1182   
1wc2_PEG_A_1182    2fv8_GDP_A_201    
3p3e_3P3_A_501     1wc2_PEG_A_1182   
2fx6_270_A_246     1wc3_APC_A_1500   
1wc3_APC_A_1500    2uuk_897_B_2250   
1wc3_APC_A_1500    3bhm_AHE_A_304    
2ae2_PTO_B_262     1wc7_PP3_A_1214   
1wc7_PP3_A_1214    2fad_PM5_A_301    
2cy6_TRE_A_5676    1wcb_PE1_L_1216   
3uwe_VJJ_A_701     1wcb_PE1_L_1216   
1wcc_CIG_A_1299    1wzf_YOL_A_901    
1wci_WWF_A_1401    2boi_MFU_A_400    
1wci_WWF_A_1401    3i68_J4Z_A_1001   
1wd5_MES_A_2955    2ybs_S2G_B_1358   
1wd5_MES_A_2955    2yln_CYS_A_500    
2wq5_MIY_A_1120    1wda_BAG_A_801    
1wda_BAG_A_801     3e68_BOG_A_3100   
3vol_HEM_A_401     1wda_BAG_A_801    
1wdd_CAP_A_1001    2j7d_GI1_A_1446   
3emt_DGI_B_201     1wdd_CAP_A_1001   
1wdi_CIT_A_1322    2vvn_NHT_B_1716   
1wdi_CIT_A_1322    3oyp_3OY_A_188    
1wdk_ACO_C_3001    3o84_PGE_B_545    
1wdk_ACO_C_3001    3o8m_GLC_A_486    
2ole_KR2_B_1002    1wdk_N8E_B_2003   
2qse_1HP_B_1       1wdk_N8E_B_2003   
1wdk_NAD_B_2001    3qj5_N2P_B_379    
1wdq_MAL_A_496     2xnm_WGZ_A_1280   
3r5c_SIN_C_352     1wdq_MAL_A_496    
1wds_BGC_A_497     2fx6_270_A_246    
3gky_IPH_C_100     1wds_BGC_A_497    
1wdy_25A_A_1001    3rlb_BNG_B_184    
1we1_HEM_C_300     2xp5_4FF_A_1165   
1wop_FFO_A_2887    1we2_DHK_A_181    
2al4_CX6_C_801     1we2_DHK_A_181    
2viy_VG3_A_1448    1we2_DHK_A_181    
3asj_XYN_A_1000    1we2_DHK_A_181    
2ast_BEN_B_1002    1we3_ADP_F_6551   
1we3_ADP_F_6551    2cju_PHX_H_1114   
1we5_MES_B_802     2byo_HXA_A_1215   
1we5_MES_B_802     2j4h_YYY_A_1175   
3bpr_OLP_D_900     1we5_MES_B_802    
1wei_ADE_A_1428    1wf3_GNP_A_501    
1wei_ADE_A_1428    2rbe_ZMG_A_601    
1wet_GUN_A_599     2e3p_16C_B_700    
1wet_GUN_A_599     2npx_NAD_A_818    
1wet_GUN_A_599     2p6w_FLC_A_802    
3fd0_PEG_A_428     1wet_GUN_A_599    
3cug_G3I_A_316     1wg8_SAM_A_3142   
3jqy_PEG_B_253     1wg8_SAM_A_3142   
1wht_BZS_A_430     2pzy_B18_B_2      
1znn_MRD_F_2893    1wk4_MES_C_203    
1wk4_MES_C_203     2w0v_LZR_A_1454   
3dhc_CYK_A_253     1wk4_MES_C_203    
3o5u_DHB_B_258     1wk4_MES_C_203    
4a9w_FAD_B_1353    1wk4_MES_C_203    
1wkg_POI_B_2513    1yz4_BOG_A_210    
1wkg_POI_B_2513    2zgi_PGE_A_249    
1wkh_PPE_A_513     2nap_MES_A_2300   
1wkh_PPE_A_513     2z4t_C5P_A_1427   
1wkk_GDP_A_1001    1zed_PNP_A_902    
1wkk_GDP_A_1001    2osc_MUH_A_50     
2cnf_F32_A_1299    1wkl_ATP_B_856    
1wkm_MET_B_2298    3env_ABF_A_1269   
1wkm_MET_B_2298    3l2k_PXC_A_400    
3rbo_XPO_A_701     1wkm_MET_B_2298   
2c5n_CK8_A_1297    1wl4_COA_A_1001   
1wl6_XPE_A_901     2our_CMP_A_778    
2tps_TPS_A_2001    1wl6_XPE_A_901    
1wl6_XPE_A_901     3be7_ARG_B_501    
2a8s_GTP_A_250     1wld_BGC_A_402    
1wld_BGC_A_402     2cut_DEP_A_401    
3f4b_TCL_B_500     1wld_BGC_A_402    
1wle_SRP_A_900     2pqz_G0G_A_2501   
1wle_SRP_A_900     3ko9_DAR_B_165    
3ni5_C1H_A_264     1wle_SRP_A_900    
1wlj_U5P_A_300     2dwz_EPE_A_2241   
3h3k_GLC_A_604     1wlj_U5P_A_300    
1wlj_U5P_A_300     3i5n_B2D_A_1      
1wlr_PG4_A_701     1xim_XYL_A_397    
1xvy_CIT_A_510     1wlr_PG4_A_701    
1wlv_COA_C_2003    2has_C3O_A_1001   
1wlv_COA_C_2003    3a9y_CYS_B_601    
1wlw_GLC_A_402     3c9w_HMY_A_1      
1wlw_GLC_A_402     3e70_GDP_C_1001   
1wlw_GLC_A_402     3isj_A8D_A_308    
1wlw_GLC_A_402     3nia_TBE_A_288    
3uow_XMP_B_556     1wlw_GLC_A_402    
1wm1_PTB_A_401     2fta_2PE_D_505    
2i6q_MLI_A_1004    1wm1_PTB_A_401    
1wm1_PTB_A_401     2z3p_LEU_A_301    
1wm1_PTB_A_401     3c9l_LDA_A_1342   
1wm1_PTB_A_401     3i03_PBP_A_201    
1wm1_PTB_A_401     3r4s_SIA_A_6859   
1wm1_PTB_A_401     4d9p_Z17_A_306    
2b45_EPE_X_1001    1wma_AB3_A_307    
3prf_FP3_B_727     1wma_AB3_A_307    
1wma_NDP_A_309     3jzk_YIN_A_1      
1wma_NDP_A_309     3ozo_NGT_A_1      
2ray_258_X_2001    1wma_PE5_A_310    
2im0_CTP_A_1001    1wmd_DIO_A_2001   
1wms_GDP_A_1001    3stk_PLM_A_130    
1wmu_HEM_A_201     2qq0_TMP_B_601    
1wmu_HEM_A_201     3i7c_BK2_A_701    
1wmz_A2G_B_502     2rao_HEM_C_142    
3lns_NAP_D_501     1wmz_A2G_B_502    
2i5f_5IP_A_550     1wmz_NGA_C_503    
2qh6_ODE_B_800     1wmz_NGA_C_503    
1wmz_NGA_C_503     3gy2_BRN_A_1      
1wn3_HXC_C_2003    3bwn_PHE_F_2001   
3cs4_COV_A_1       1wn3_HXC_C_2003   
1wn3_HXC_C_2003    3nsh_957_B_407    
1wn6_BST_B_1004    2pnc_CLU_B_1      
1wn6_BST_B_1004    3iuu_PGE_A_508    
1wnb_BTL_B_5001    3d6v_TFQ_A_400    
3rhb_GSH_A_114     1wnb_BTL_B_5001   
1wnb_NAD_C_3001    2euq_BVC_A_401    
3cnt_SP9_B_518     1wnb_NAD_C_3001   
1wnl_ADP_A_1301    3ik3_0LI_B_2      
1z10_COU_D_501     1wno_NDG_A_1042   
3d2f_ATP_A_1001    1wno_NDG_A_1042   
3vnt_0JA_A_2001    1wno_NDG_A_1042   
1wnu_SER_A_1002    3q9b_B3N_J_407    
2q7x_PEG_A_328     1wnz_2VA_A_901    
3a3z_2MV_X_1       1wnz_2VA_A_901    
1wnz_2VA_A_901     3ggp_HPP_B_313    
1wnz_2VA_A_901     3mdw_NFQ_A_454    
2rdj_TMP_A_355     1woa_G2H_C_500    
1woa_G2H_C_500     3dcm_SAM_X_5452   
1wof_I12_B_2145    1x8j_AE2_B_500    
2xez_XEZ_A_1271    1wof_I12_B_2145   
1wof_I12_B_2145    2z3u_CRR_A_501    
1wof_I12_B_2145    2z8q_SF4_A_101    
1wof_I12_B_2145    3nyn_SGV_B_577    
2xzh_PEG_A_1371    1wog_16D_A_1401   
3d7g_MUD_A_1       1wog_16D_A_1401   
3dzt_EAH_A_305     1wog_16D_A_1401   
1wog_16D_A_1401    3oye_ZYY_A_398    
1woo_THG_A_2887    2rk8_PEG_A_5759   
3eml_STE_A_406     1woo_THG_A_2887   
1woo_THG_A_2887    3nku_PGE_A_220    
3slb_EPE_D_269     1woo_THG_A_2887   
1wop_FFO_A_2887    2o8t_1PE_A_315    
1wop_FFO_A_2887    2ow0_6MR_A_501    
4aap_OGA_A_501     1wop_FFO_A_2887   
1woq_BGC_B_291     2jj2_QUE_G_1273   
2wfz_GD8_A_2539    1woq_BGC_B_291    
1woq_BGC_B_291     2wj4_HQD_D_1278   
1woq_BGC_B_291     3mhk_P4L_A_2      
3bnx_POP_D_4294    1wor_RED_A_900    
1wov_HEM_A_300     2cmv_FLC_B_1416   
1wov_HEM_A_300     2hs6_MES_A_3158   
2wpa_889_A_1301    1wov_HEM_A_300    
3gbf_2HE_A_550     1wov_HEM_A_300    
3rdb_5MZ_A_208     1wov_HEM_A_300    
1wpc_GAL_A_609     1xu5_IPH_A_2667   
3cwq_ADP_A_301     1wpc_GAL_A_609    
1wpc_GLC_A_612     1ypj_UIB_H_5555   
2e7z_SF4_A_800     1wpc_GLC_A_612    
1wpc_GLC_A_612     2ow9_SP6_A_501    
5cev_LYS_A_401     1wpc_GLC_A_612    
1wpl_HBI_F_1009    3t9g_MRD_B_206    
1xkk_FMM_A_91      1wpq_13P_A_2002   
2e4x_C5B_A_1001    1wpq_13P_A_2002   
1wpq_13P_A_2002    3ap4_LBT_B_155    
3os3_ATP_A_1       1wpq_13P_A_2002   
2aeb_ABH_B_552     1wpq_NAD_B_3002   
1wpq_NAD_B_3002    3oyw_TDG_A_600    
1wpu_HIS_B_1001    2fv5_541_A_1      
2yrx_AMP_A_500     1wpu_HIS_B_1001   
3p7n_FMN_B_500     1wq3_IYR_A_501    
3eya_FAD_I_612     1wq4_TYR_A_501    
3c52_PGH_B_311     1wqs_TAR_A_300    
1wqs_TAR_A_300     3upf_0BU_B_600    
2y66_N04_A_500     1wqs_TLA_A_301    
1wqs_TLA_A_301     3djx_C5P_A_125    
3i9j_AVV_B_301     1wqs_TLA_A_301    
3ii9_PGE_C_396     1wqs_TLA_A_301    
3ozu_X89_A_411     1wqs_TLA_A_301    
1wqv_PSM_H_1001    3loy_TLA_C_637    
3n67_XFN_B_800     1wqv_PSM_H_1001   
1z7j_T4A_A_128     1wra_MPD_B_1504   
2fpb_TSS_B_2001    1wra_MPD_B_1504   
1wra_MPD_B_1504    2vsi_CDF_A_1234   
1wra_MPD_B_1504    3b7j_JUG_C_162    
1wri_BEN_A_501     2www_GDP_A_600    
1wrm_MES_A_164     1zz3_3YP_A_1452   
1wrm_MES_A_164     2dkh_FAD_A_640    
1wrm_MES_A_164     3g7b_B47_A_1      
1wrm_MES_A_164     3k30_ADP_A_803    
2e93_B29_B_904     1wrn_PEG_A_3806   
3ftv_11X_A_710     1wrn_PEG_A_3806   
1wrr_UNC_A_999     2y6g_BGC_A_1171   
1ws1_BB2_A_400     1yye_196_A_531    
3cj3_SX4_A_572     1ws1_BB2_A_400    
1ws1_BB2_A_400     3vf1_SUC_B_702    
3fe1_PGE_B_390     1ws2_URN_C_2900   
3iwl_TCE_A_71      1ws2_URN_C_2900   
3pzr_NAP_B_372     1ws2_URN_C_2900   
3fo2_BZH_H_401     1ws4_AMG_E_503    
3hy0_G5A_B_442     1ws4_AMG_E_503    
2uzf_CAA_A_1274    1ws4_GYP_C_502    
2hnl_GSH_B_502     1ws5_MMA_G_504    
1ws5_MMA_G_504     2oht_IP6_A_601    
1ws5_MMA_G_504     3cse_N22_B_229    
1ws5_MMA_G_504     3ua1_08Y_A_600    
2hai_PFI_A_601     1wsp_BEZ_A_501    
3cso_XNI_B_579     1wsp_BEZ_A_501    
3mr5_XG4_A_433     1wsp_BEZ_A_501    
1wss_3CB_H_2001    2apc_UDM_A_449    
1wss_3CB_H_2001    8cpp_TCM_A_422    
1wsv_THH_A_3001    2dyx_LAK_A_1001   
1wsv_THH_A_3001    2wbo_TLA_A_1359   
2bz6_346_H_1258    1wta_ADE_A_1300   
2uyw_BTN_D_1124    1wta_ADE_A_1300   
1wta_ADE_A_1300    3a1s_MRD_A_5      
2fd6_ETX_L_401     1wtf_COA_A_105    
1wtf_COA_A_105     2gp9_EPE_B_301    
2ybs_S2G_B_1358    1wtf_COA_A_105    
3n7w_AXL_A_1       1wtf_COA_A_105    
1wtg_3BP_H_2001    2imw_DDS_P_401    
1wtg_3BP_H_2001    2vlc_AS5_B_1552   
3fap_ARD_A_402     1wtg_3BP_H_2001   
3jzj_ACR_A_405     1wtg_3BP_H_2001   
3thq_NUP_A_1000    1wtg_3BP_H_2001   
3pcc_PHB_O_550     1wu6_XYP_A_502    
1wu8_ADN_B_501     3q0z_23E_B_601    
1wu8_ADN_B_501     3vhh_VHH_D_1124   
1wua_AP8_A_1400    2ef1_EPE_A_301    
2we3_DUT_A_1257    1wua_AP8_A_1400   
1wua_AP8_A_1400    3n9s_TD4_B_311    
3ovr_5SP_B_230     1wua_AP8_A_1400   
3pqc_PEG_A_196     1wua_AP8_A_1400   
1wua_AP8_A_1400    3rxb_ALG_A_6      
1wub_OTP_A_1001    2ays_A2G_A_690    
3n71_MES_A_492     1wub_OTP_A_1001   
1xwv_PE3_A_1001    1wui_F3S_S_1003   
1wui_F3S_S_1003    1zfq_ZEC_A_300    
2dpy_ADP_B_600     1wui_F3S_S_1003   
1wui_F3S_S_1003    2hob_3IH_A_1145   
2oit_MES_A_1000    1wui_F3S_S_1003   
3ffi_3OB_A_561     1wui_F3S_S_1003   
1wui_F3S_S_1003    3sbh_E65_A_266    
1wui_MPD_S_2007    2hkj_RDC_A_501    
3fna_AMP_B_401     1wui_MPD_S_2007   
1wui_MRD_L_2006    3a1v_EPE_A_6      
3kh5_ADP_A_281     1wui_MRD_L_2006   
1zco_PEP_B_1901    1wui_NFC_L_1004   
3eun_SF4_A_101     1wui_NFC_L_1004   
3ubl_GSH_B_241     1wui_SF4_S_1002   
3qel_QEL_D_2       1wuk_NFO_L_1004   
1wul_NFR_L_1004    1wvg_APR_A_400    
1wul_NFR_L_1004    1z9g_RRT_E_1006   
1wun_P5B_H_2001    2vkh_UPG_A_1544   
1wuq_8GT_A_811     2jke_NOJ_B_1727   
3pm5_PGE_D_486     1wuq_8GT_A_811    
1wur_8DG_A_821     2ozy_HEC_A_202    
2za5_2FF_A_4       1wuu_ANP_B_395    
1wuw_SER_A_103     3sbu_PEG_A_293    
1wuw_TSU_A_101     3d4g_MAL_C_482    
1wuw_TSU_A_101     3h6u_NS3_A_265    
1wv7_5PI_H_2001    2vd9_EPC_B_1393   
1wva_S2C_A_1317    2ym4_4YM_A_1271   
1wva_S2C_A_1317    3drp_R8E_A_601    
3gc7_B45_A_361     1wva_S2C_A_1317   
1wva_S2C_A_1317    3qh5_PG4_A_324    
1wve_HEM_C_699     3h63_NHC_C_1      
3kp1_5AD_D_767     1wve_HEM_C_699    
3q9x_7PE_A_338     1wve_HEM_C_699    
1wvf_FAD_A_599     2d0v_PQQ_D_601    
1wvf_FAD_A_599     3tng_PEG_A_292    
2jkk_BI9_A_1686    1wvg_APR_A_400    
3grj_G14_B_363     1wvg_APR_A_400    
3rgz_BLD_A_800     1wvg_APR_A_400    
1wvg_CXY_A_401     1xie_ASO_A_389    
2cw9_1PE_A_1001    1wvg_CXY_A_401    
2vg2_DPO_B_1296    1wvg_CXY_A_401    
3m9f_595_A_100     1wvg_CXY_A_401    
3nmi_PXX_C_151     1wvg_CXY_A_401    
3b6j_NAD_B_201     1wvj_IBC_A_1001   
1wvj_IBC_A_1001    3bc9_GLC_A_1001   
2bib_BTB_A_1543    1wvx_BD4_A_1001   
1wvx_BD4_A_1001    2h88_BHG_P_205    
1wvy_STU_A_1001    3hm1_J3Z_A_2      
1wvy_STU_A_1001    3imu_IW4_A_128    
1ww5_BGC_B_211     2ews_ANP_B_1002   
2zdh_DAL_D_802     1ww5_BGC_B_211    
3q4b_RX5_A_335     1ww5_BGC_B_211    
3s4f_PZR_A_608     1ww5_BGC_B_211    
3imw_IW6_B_128     1wwj_BET_D_5001   
1wwj_BET_D_5001    3pcw_FBF_A_2001   
1wwj_MLT_B_6003    3c67_GLC_A_2004   
3o99_K13_A_200     1wwj_MLT_B_6003   
2a0z_GLC_A_753     1wwk_NAD_A_1001   
3flk_OXL_B_403     1wwk_NAD_A_1001   
1wwk_NAD_A_1001    3kwa_SPM_A_300    
1wwk_NAD_A_1001    3ng7_HNL_X_433    
1xvp_CID_D_1003    1wxg_DND_A_300    
1wxg_DND_A_300     2q70_DC8_B_51     
3fml_FML_A_361     1wxg_DND_A_300    
1wxg_DND_A_300     3ms3_ANL_A_601    
1wxg_DND_A_300     3rqo_X2D_A_800    
1wxh_NAD_A_400     2z36_HEM_B_460    
1wxh_NAD_A_400     2ztw_DEI_A_401    
3d27_W29_A_265     1wxh_NAD_A_400    
1wxh_NAD_A_400     3ho0_DKD_A_1      
1wxh_NAD_A_400     3ti3_LNV_B_801    
2qhn_582_A_500     1wxi_AMP_A_400    
1wxi_AMP_A_400     3eio_AJH_B_2      
1wxi_AMP_A_400     3iek_FLC_B_463    
1wxi_DPO_A_500     2rcq_TLA_A_150    
1wxi_DPO_A_500     2ym7_YM7_A_1272   
1wxw_HEZ_C_400     2hwg_OXL_A_903    
1wxw_HEZ_C_400     3mwa_UFT_B_1000   
3qeo_LLT_B_261     1wxw_HEZ_C_400    
1wxy_FRK_A_401     3ryz_RYZ_A_262    
1wxz_FRL_A_401     3nv0_PEG_B_1004   
2pel_LAT_C_240     1wyk_DIO_B_22     
1wyk_DIO_B_22      3rdc_EA4_A_1      
2goy_ADX_F_314     1wz1_DNS_H_200    
1wz1_DNS_H_200     2x99_NDP_A_1594   
3czh_D2V_A_602     1wz1_DNS_H_200    
1yqs_BSA_A_401     1wz8_MPD_C_3005   
2roy_P28_A_128     1wz8_MPD_C_3005   
1wzd_YOK_A_901     2cyc_TYR_A_701    
1wzd_YOK_A_901     2h2i_ZPG_A_1001   
1wzf_YOL_A_901     2c5c_GLC_B_1075   
2vii_AMP_A_260     1wzf_YOL_A_901    
1wzf_YOL_A_901     2xrs_GAL_N_208    
1wzf_YOL_A_901     3nw5_LGX_A_1      
1wzg_YOM_A_901     3a9f_P33_A_501    
3fry_CIT_A_2324    1wzg_YOM_A_901    
1wzg_YOM_A_901     3v9v_21L_A_501    
3bjk_CIT_A_1       1wzn_SAH_A_1001   
3t9d_I7P_A_501     1wzn_SAH_A_1001   
1wzu_MLT_A_301     3q95_ESL_B_700    
1wzu_MLT_A_301     3t9y_PGE_A_205    
4a59_AMP_C_700     1wzu_MLT_A_301    
1wzy_F29_A_1001    3dn6_F3B_A_900    
3hl2_PLR_C_1001    1wzy_F29_A_1001   
3oqq_PGE_A_462     1wzy_F29_A_1001   
1yqd_DTT_A_700     1x06_FPS_A_901    
1x06_FPS_A_901     1ysl_COA_B_601    
1x06_FPS_A_901     3a9h_PQQ_A_3001   
1x06_FPS_A_901     3kzo_CP_A_346     
1x09_IPE_A_902     2dy1_GTP_A_700    
1x0j_DTT_C_1303    2wy4_HEM_A_150    
3gyt_DL4_A_100     1x0j_DTT_C_1303   
3se5_P6G_C_202     1x0j_DTT_C_1303   
1x14_NAD_B_1395    3hp8_SUC_B_109    
2zc3_BMG_B_801     1x1a_SAM_A_4264   
1x1b_SAH_A_4261    2iuf_MPD_A_1704   
1x1b_SAH_A_4261    2xd3_GLC_A_1417   
1x1b_SAH_A_4261    3ayj_PHE_A_904    
3iuz_PGE_A_344     1x1b_SAH_A_4261   
2a5y_ATP_C_551     1x1i_46M_A_780    
1x1i_46M_A_780     2x0e_TYD_B_414    
3dzk_NMN_B_301     1x1i_46M_A_780    
3pgl_RZX_A_257     1x1i_46M_A_780    
3som_B12_M_301     1x1i_46M_A_780    
2qd1_PP9_C_705     1x1v_MMA_B_804    
2vv6_HEM_B_1259    1x1v_MMA_B_804    
2yj9_YJ9_A_1221    1x28_PGU_B_1413   
2web_PP4_A_326     1x29_PMG_B_1413   
1x29_PMG_B_1413    3d7w_ZEA_B_701    
3gnc_QQQ_A_397     1x29_PMG_B_1413   
3kfg_HTX_A_302     1x29_PMG_B_1413   
3i6n_ISZ_A_607     1x2a_PDG_A_413    
1x2a_PDG_A_413     3unk_0BY_A_299    
1x2b_STX_A_401     2par_TMP_B_301    
1x2b_STX_A_401     2yc0_2HG_A_601    
1x2b_STX_A_401     3n45_3N3_F_1      
2ou5_FMN_B_300     1x2e_ATX_A_401    
1x2e_ATX_A_401     2y4r_PG4_B_1272   
2wjp_D17_A_1441    1x2h_LPA_B_338    
3bd9_A3P_A_347     1x2h_LPA_B_338    
1z4i_UMP_A_1001    1x31_DMG_B_1005   
1x31_DMG_B_1005    2e21_ANP_C_501    
3hnb_768_M_1       1x31_DMG_B_1005   
2rbt_MPD_X_3001    1x38_IDD_A_1001   
3i7d_PEG_B_164     1x38_IDD_A_1001   
1x38_IDD_A_1001    3kw9_TFA_A_217    
1x38_IDD_A_1001    3q27_MAL_A_5044   
2vrq_XYP_B_1500    1x39_IDE_A_1001   
3ht8_JZ2_A_167     1x39_IDE_A_1001   
1x3k_HEM_A_1001    1ynh_SUO_B_1002   
1x3k_HEM_A_1001    3akm_11D_A_132    
2wdq_SF4_B_303     1x3n_ANP_A_404    
2ze8_POP_A_301     1x3n_ANP_A_404    
2wci_GSH_A_1115    1x3s_GNP_A_300    
2ydk_YDK_A_1277    1x3s_GNP_A_300    
1x3s_GNP_A_300     3lqu_5SP_A_500    
2b0u_MPD_B_404     1x3x_HEM_B_202    
1x3x_HEM_B_202     2j9d_AMP_E_1115   
3qx5_02P_H_5       1x3x_HEM_B_202    
3u8g_OXL_A_292     1x3x_HEM_B_202    
1ynh_SUO_B_1002    1x3z_SUC_A_1002   
2c97_MPD_D_1164    1x3z_SUC_A_1002   
2z7k_BGU_A_400     1x46_HEM_A_151    
3el5_1UN_B_201     1x46_HEM_A_151    
1x46_HEM_A_151     3one_ADE_A_506    
3qkl_SMR_A_1       1x46_HEM_A_151    
1x54_4AD_A_2001    3e6l_A11_A_906    
1x54_MPD_A_2002    2g6j_7AP_A_760    
1x54_MPD_A_2002    2gyd_DFE_A_172    
2hrq_GD7_B_1       1x54_MPD_A_2002   
1x6n_AO3_A_564     3lfn_A27_A_299    
1x6u_DO8_A_2634    2xg5_EC5_A_1220   
1x70_715_A_801     2oz6_CMP_A_301    
3apw_DP0_A_190     1x70_715_A_801    
3eqc_AGS_A_2       1x70_715_A_801    
2rhi_PG4_A_1       1x71_DB1_C_201    
1x76_697_A_201     2pzm_NAD_B_601    
1x76_697_A_201     2ydu_79W_A_1469   
1x76_697_A_201     3fye_HTO_B_1      
1x77_FMN_B_200     3d27_W29_A_265    
1y89_2PE_B_242     1x78_244_B_202    
3gxw_SIN_A_1003    1x78_244_B_202    
3qpe_DGU_A_401     1x78_244_B_202    
1x7a_187_C_298     1xiv_RB2_A_500    
1x7a_187_C_298     2cw6_3HG_A_399    
1x7a_187_C_298     3ics_ADP_B_600    
1x7a_187_C_298     3ttz_07N_A_1      
1yvm_TMG_A_501     1x7b_041_A_201    
1x7d_MPD_A_1403    2iy7_CSF_A_1414   
1x7d_MPD_A_1403    3hmc_MES_A_400    
3npk_PPV_A_290     1x7d_NAD_A_1302   
1x7d_ORN_A_1101    1zz1_SHH_B_2552   
1x7d_ORN_A_1101    3at4_CCK_A_336    
1xdy_MTE_F_306     1x7e_244_B_202    
1x7e_244_B_202     2e6y_U5P_A_301    
3b72_MPD_A_1       1x7e_244_B_202    
1x7e_244_B_202     3gka_FMN_A_362    
3p47_CYS_A_314     1x7e_244_B_202    
3mdo_PEG_B_396     1x7p_SAM_B_302    
1x82_PA5_A_301     2g9h_EPE_A_601    
1x82_PA5_A_301     3aza_KM0_C_3      
1x82_PA5_A_301     3e6e_DCS_A_372    
1x82_PA5_A_301     5acn_F3S_A_999    
1x84_SBH_A_301     3oqu_A8S_A_191    
1x87_NAD_B_600     2io8_CYS_B_5004   
2q0i_BEZ_A_990     1x88_ADP_B_602    
3lev_1PE_L_215     1x88_ADP_B_602    
3rza_PGE_B_413     1x88_NAT_B_802    
2z4w_749_A_1101    1x89_CM1_C_200    
3af3_GCP_A_313     1x89_CM1_C_200    
1x8b_824_A_901     2rbw_275_X_2001   
1zod_MES_A_436     1x8d_RNS_B_1106   
3aav_A2C_A_1001    1x8d_RNS_B_1106   
1zwp_NIM_A_401     1x8j_AE2_B_500    
2vce_U2F_A_1477    1x8j_AE2_B_500    
3sg8_TOY_A_305     1x8j_AE2_B_500    
1yiq_HEM_A_901     1x8k_ANR_B_2202   
2wqw_PEG_B_1322    1x8k_ANR_B_2202   
3b8q_900_B_502     1x8k_ANR_B_2202   
1x8l_OXR_B_2202    2bgc_DTT_F_1238   
1x8l_OXR_B_2202    2dbq_NAP_A_401    
1x8l_OXR_B_2202    2rh1_MAL_A_401    
3ne7_COA_A_161     1x8l_OXR_B_2202   
2w5m_POP_A_1125    1x8p_HEM_A_185    
1x8p_HEM_A_185     3c3b_CDP_B_418    
1x8p_HEM_A_185     3jqf_AX2_A_270    
2wsa_646_A_1423    1x8t_RC1_A_501    
3qvi_K95_C_329     1x8t_RC1_A_501    
1x8u_CM2_C_200     2xgt_NSS_A_1550   
3dzh_GTP_A_301     1x8u_CM2_C_200    
1x92_M7P_B_301     1zhr_BEN_A_1001   
1x97_FIR_A_1320    2qes_ADE_A_501    
1x97_FIR_A_1320    2vtn_LZ7_A_1299   
1x97_FIR_A_1320    3eml_STE_A_406    
3lkz_SFG_B_301     1x97_FIR_A_1320   
1x9d_SMD_A_1003    3ayf_EPE_A_808    
1x9f_HEM_K_160     3gn1_AX7_C_271    
3gh5_NAG_A_1300    1x9h_F6R_B_700    
2j1s_FUL_A_1153    1x9i_G6Q_A_600    
1x9i_G6Q_A_600     2qfa_MES_A_975    
3ivg_FG5_B_305     1x9i_G6Q_A_600    
3stk_PLM_A_130     1x9q_FLU_A_1341   
1zar_ADP_A_401     1xa1_POP_B_2004   
2i9u_GUN_A_503     1xa3_BTB_B_1602   
1xa3_BTB_B_1602    2jed_LG8_A_1701   
1xa3_BTB_B_1602    2wzf_UDP_A_1525   
1xa4_COA_B_701     2vdm_AGG_B_1462   
1xa5_KAR_A_153     2or4_QUS_A_1801   
2r66_F6P_A_501     1xa5_KAR_A_153    
